Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,cluster
2236,21,Female,Bag,Accessories,3,Chicago,M,Red,Winter,3,No,Standard,No,No,8,25,Monthly,20s,0
2237,43,Male,T-Shirt,Electronics,1,Chicago,M,Red,Fall,1,Yes,Express,No,No,12,25,Weekly,40s,1
2238,42,Female,Shoes,Electronics,3,New York,M,White,Spring,3,No,Standard,No,No,7,25,Monthly,40s,0
2239,47,Male,Curtains,Sports,4,Los Angeles,M,White,Spring,4,No,Standard,Yes,Yes,11,25,Weekly,40s,2
2240,28,Male,Shoes,Electronics,2,Chicago,L,Blue,Spring,2,No,Standard,No,No,5,25,Weekly,20s,1
2241,24,Male,Football,Home Decor,5,Los Angeles,S,Red,Summer,5,Yes,Standard,Yes,No,7,25,Fortnightly,20s,0
2242,48,Female,Laptop,Sports,2,Houston,XL,White,Spring,2,Yes,Standard,No,Yes,7,25,Fortnightly,40s,1
2243,61,Male,Bag,Clothing,4,New York,XL,Red,Summer,4,No,Express,No,No,0,25,Monthly,60+,2
2244,27,Female,Laptop,Sports,2,Los Angeles,L,Blue,Summer,2,Yes,Standard,No,No,8,25,Weekly,20s,1
2245,56,Male,Watch,Electronics,5,Los Angeles,XL,Black,Winter,5,No,Standard,No,No,0,25,Weekly,50s,2
2246,30,Male,Watch,Home Decor,1,Chicago,XL,Red,Summer,1,No,Express,Yes,Yes,10,25,Fortnightly,30s,1
2247,48,Male,Watch,Sports,2,Chicago,XL,Blue,Summer,2,Yes,Standard,Yes,No,1,25,Weekly,40s,1
2248,24,Male,Football,Home Decor,4,New York,S,Blue,Winter,4,No,Standard,No,No,8,25,Fortnightly,20s,0
2249,59,Female,Curtains,Clothing,2,Los Angeles,XL,Blue,Spring,2,No,Standard,Yes,No,6,25,Fortnightly,50s,1
2250,59,Male,Shoes,Clothing,5,Miami,S,Green,Spring,5,No,Standard,Yes,No,9,25,Monthly,50s,2
2251,53,Male,Football,Accessories,4,Chicago,XL,White,Fall,4,No,Standard,No,No,0,25,Fortnightly,50s,2
2252,37,Female,T-Shirt,Accessories,2,Chicago,XL,Red,Fall,2,No,Standard,Yes,Yes,2,25,Fortnightly,30s,1
2253,21,Male,Bag,Sports,4,Houston,S,Green,Summer,4,No,Standard,No,No,13,25,Weekly,20s,0
2254,24,Male,Laptop,Accessories,5,New York,L,Red,Fall,5,Yes,Express,No,Yes,0,25,Monthly,20s,0
2255,18,Male,Watch,Home Decor,1,Los Angeles,XL,Green,Winter,1,No,Express,Yes,No,4,25,Monthly,below 20,1
2256,61,Male,Phone,Accessories,5,Los Angeles,M,White,Fall,5,Yes,Express,Yes,No,14,25,Monthly,60+,2
2257,62,Female,T-Shirt,Home Decor,1,Los Angeles,M,Blue,Fall,1,Yes,Standard,No,No,3,25,Fortnightly,60+,1
2258,59,Female,Watch,Accessories,3,Chicago,L,Red,Summer,3,Yes,Standard,No,Yes,7,25,Monthly,50s,2
2259,64,Male,Curtains,Accessories,5,New York,M,Blue,Winter,5,Yes,Express,No,Yes,8,25,Fortnightly,60+,2
2260,30,Female,T-Shirt,Accessories,1,Los Angeles,S,White,Fall,1,Yes,Express,Yes,No,14,25,Fortnightly,30s,1
2261,39,Female,Football,Electronics,3,Miami,XL,Red,Spring,3,No,Express,No,No,11,25,Fortnightly,30s,0
2262,38,Male,Shoes,Electronics,3,Houston,XL,Black,Winter,3,No,Standard,No,Yes,3,25,Fortnightly,30s,0
2263,39,Female,Laptop,Accessories,3,Houston,XL,Black,Winter,3,Yes,Express,No,Yes,14,25,Monthly,30s,0
2264,45,Male,Bag,Home Decor,4,Los Angeles,XL,Black,Summer,4,No,Standard,No,Yes,2,25,Monthly,40s,2
2265,26,Female,Curtains,Sports,5,Chicago,M,White,Winter,5,Yes,Express,No,No,13,25,Weekly,20s,0
2266,43,Female,Curtains,Clothing,5,Houston,M,Black,Winter,5,No,Express,Yes,Yes,3,25,Monthly,40s,0
2267,26,Female,Phone,Electronics,5,Houston,M,Red,Winter,5,Yes,Standard,Yes,Yes,2,25,Weekly,20s,0
2268,32,Male,T-Shirt,Accessories,5,Houston,S,Black,Winter,5,Yes,Standard,Yes,Yes,5,25,Monthly,30s,0
2269,27,Female,Phone,Clothing,4,Houston,M,Red,Winter,4,Yes,Standard,Yes,Yes,0,25,Monthly,20s,0
2270,41,Male,Shoes,Electronics,5,Los Angeles,M,White,Winter,5,No,Standard,Yes,No,1,25,Monthly,40s,0
2271,59,Male,Watch,Sports,1,New York,XL,Blue,Winter,1,No,Standard,No,Yes,7,25,Fortnightly,50s,1
2272,25,Female,Shoes,Home Decor,3,New York,M,Green,Spring,3,Yes,Standard,Yes,Yes,2,25,Monthly,20s,0
2273,41,Male,Watch,Accessories,4,Chicago,L,Black,Winter,4,Yes,Express,No,No,3,25,Monthly,40s,0
2274,33,Female,Phone,Sports,4,Miami,L,Green,Summer,4,No,Standard,Yes,Yes,11,25,Weekly,30s,0
2275,43,Male,Laptop,Electronics,5,New York,XL,Blue,Spring,5,No,Standard,Yes,No,0,25,Monthly,40s,0
2276,44,Male,Shoes,Accessories,3,Miami,M,White,Winter,3,Yes,Standard,No,Yes,14,25,Fortnightly,40s,2
2277,54,Female,Phone,Clothing,1,New York,L,White,Fall,1,Yes,Express,Yes,No,2,25,Monthly,50s,1
2278,21,Female,T-Shirt,Home Decor,3,New York,L,Blue,Summer,3,Yes,Express,Yes,Yes,0,25,Weekly,20s,0
2279,41,Female,Phone,Electronics,2,Chicago,S,Green,Spring,2,No,Standard,No,No,10,25,Monthly,40s,1
2280,36,Female,Phone,Home Decor,3,Houston,XL,Black,Summer,3,Yes,Standard,Yes,No,9,25,Monthly,30s,0
2281,53,Male,Football,Accessories,1,Chicago,L,Red,Spring,1,No,Standard,Yes,No,4,25,Weekly,50s,1
2282,56,Male,Shoes,Sports,1,New York,L,White,Fall,1,No,Standard,Yes,No,0,25,Monthly,50s,1
2283,27,Male,Bag,Home Decor,1,Houston,XL,Blue,Summer,1,Yes,Standard,No,No,11,25,Weekly,20s,1
2284,42,Female,Laptop,Clothing,4,Houston,M,Green,Summer,4,No,Standard,Yes,No,8,25,Weekly,40s,0
2285,35,Male,Laptop,Electronics,4,Houston,XL,Black,Spring,4,Yes,Express,Yes,Yes,6,25,Fortnightly,30s,0
2286,36,Female,Football,Clothing,2,Miami,S,Green,Spring,2,Yes,Standard,No,No,10,25,Fortnightly,30s,1
2287,53,Male,Watch,Home Decor,3,New York,S,Black,Fall,3,No,Standard,Yes,No,7,25,Weekly,50s,2
2288,27,Female,Curtains,Sports,5,Los Angeles,S,Red,Winter,5,Yes,Standard,No,No,8,25,Fortnightly,20s,0
2289,50,Male,Watch,Sports,2,Chicago,L,Red,Spring,2,No,Standard,No,No,9,25,Fortnightly,50s,1
2290,22,Male,Laptop,Clothing,5,Miami,M,Blue,Spring,5,No,Express,No,Yes,7,25,Weekly,20s,0
2291,64,Female,Phone,Accessories,5,Chicago,S,Blue,Spring,5,Yes,Standard,No,No,2,25,Monthly,60+,2
2292,52,Male,Football,Accessories,2,Los Angeles,XL,Black,Fall,2,No,Express,Yes,Yes,6,25,Monthly,50s,1
2293,61,Female,T-Shirt,Sports,3,Houston,S,Black,Winter,3,No,Standard,Yes,No,6,25,Monthly,60+,2
2294,51,Male,Shoes,Clothing,5,Los Angeles,L,Black,Winter,5,Yes,Standard,No,Yes,13,25,Fortnightly,50s,2
2295,50,Male,Shoes,Clothing,4,Chicago,S,Black,Fall,4,No,Standard,Yes,Yes,6,25,Fortnightly,50s,2
2296,38,Female,Bag,Clothing,4,Los Angeles,M,Red,Winter,4,Yes,Express,Yes,Yes,11,25,Monthly,30s,0
2297,34,Female,Shoes,Home Decor,2,New York,S,Blue,Summer,2,Yes,Express,Yes,No,7,25,Weekly,30s,1
2298,39,Male,Phone,Accessories,5,Los Angeles,M,Blue,Fall,5,No,Standard,No,Yes,3,25,Weekly,30s,0
2299,54,Male,T-Shirt,Accessories,2,New York,M,White,Spring,2,No,Standard,Yes,No,10,25,Weekly,50s,1
2300,32,Male,Football,Home Decor,4,Los Angeles,XL,Blue,Winter,4,Yes,Standard,No,No,5,25,Fortnightly,30s,0
2301,52,Male,Football,Electronics,2,New York,M,Blue,Summer,2,No,Standard,No,No,1,25,Monthly,50s,1
2302,45,Male,Shoes,Home Decor,5,New York,L,Green,Fall,5,Yes,Standard,Yes,Yes,6,25,Weekly,40s,2
2303,24,Male,T-Shirt,Clothing,5,Los Angeles,L,Green,Fall,5,No,Standard,Yes,Yes,8,25,Monthly,20s,0
2304,49,Female,T-Shirt,Home Decor,4,Miami,M,White,Spring,4,Yes,Standard,No,No,4,25,Monthly,40s,2
2305,28,Female,T-Shirt,Clothing,1,Houston,M,Black,Spring,1,Yes,Express,No,Yes,3,25,Fortnightly,20s,1
2306,27,Female,Laptop,Sports,1,Houston,S,White,Fall,1,No,Express,No,No,1,25,Weekly,20s,1
2307,26,Male,Laptop,Clothing,3,Houston,S,White,Summer,3,No,Standard,Yes,Yes,6,25,Fortnightly,20s,0
2308,31,Male,Shoes,Accessories,4,New York,XL,Red,Spring,4,No,Standard,No,No,1,25,Monthly,30s,0
2309,30,Male,T-Shirt,Home Decor,3,Houston,S,Blue,Fall,3,Yes,Standard,Yes,No,1,25,Monthly,30s,0
2310,42,Female,Curtains,Clothing,4,New York,L,Red,Fall,4,Yes,Standard,Yes,Yes,8,25,Monthly,40s,0
2311,19,Female,T-Shirt,Electronics,5,Miami,S,Blue,Spring,5,No,Standard,Yes,Yes,1,25,Weekly,below 20,0
2312,52,Male,Football,Sports,4,Los Angeles,XL,White,Winter,4,No,Standard,Yes,No,9,25,Weekly,50s,2
2313,24,Male,Football,Electronics,2,Los Angeles,XL,Blue,Summer,2,Yes,Express,No,Yes,2,25,Weekly,20s,1
2314,38,Female,Shoes,Electronics,3,New York,M,Black,Winter,3,No,Express,No,Yes,2,25,Monthly,30s,0
2315,35,Female,Curtains,Electronics,4,New York,XL,Black,Winter,4,No,Express,No,Yes,1,25,Monthly,30s,0
2316,20,Female,T-Shirt,Sports,3,Miami,M,White,Summer,3,Yes,Standard,No,Yes,9,25,Weekly,20s,0
2317,59,Male,Watch,Sports,4,Houston,L,Green,Summer,4,No,Express,No,Yes,2,25,Monthly,50s,2
2318,56,Male,Curtains,Sports,1,Miami,L,Black,Spring,1,Yes,Standard,No,No,8,25,Monthly,50s,1
2319,58,Male,Bag,Sports,3,Los Angeles,S,White,Spring,3,Yes,Express,No,Yes,10,25,Monthly,50s,2
2320,28,Female,Shoes,Electronics,5,Los Angeles,XL,Red,Spring,5,No,Standard,Yes,Yes,14,25,Weekly,20s,0
2321,56,Female,Football,Accessories,5,Houston,L,Green,Summer,5,No,Express,No,Yes,10,25,Fortnightly,50s,2
2322,41,Male,Watch,Accessories,4,Los Angeles,M,Black,Winter,4,No,Standard,Yes,Yes,10,25,Fortnightly,40s,0
2323,63,Male,Football,Sports,5,New York,XL,White,Summer,5,Yes,Express,Yes,No,2,25,Fortnightly,60+,2
2324,36,Female,Laptop,Home Decor,5,Los Angeles,XL,White,Spring,5,Yes,Express,No,Yes,4,25,Weekly,30s,0
2325,21,Male,Shoes,Clothing,3,Chicago,M,Red,Winter,3,Yes,Express,No,No,11,25,Monthly,20s,0
2326,43,Female,Shoes,Home Decor,4,Houston,XL,Red,Spring,4,No,Standard,No,Yes,14,25,Fortnightly,40s,0
2327,55,Female,T-Shirt,Home Decor,3,Houston,XL,Green,Winter,3,Yes,Standard,No,No,6,25,Fortnightly,50s,2
2328,59,Male,T-Shirt,Home Decor,4,Houston,L,Black,Spring,4,Yes,Standard,Yes,Yes,0,25,Weekly,50s,2
2329,49,Female,Laptop,Accessories,5,Chicago,M,White,Summer,5,Yes,Standard,Yes,Yes,13,25,Monthly,40s,2
2330,56,Male,Watch,Clothing,4,Miami,L,Green,Fall,4,No,Standard,Yes,Yes,0,25,Monthly,50s,2
2331,62,Female,Bag,Home Decor,4,New York,M,Green,Fall,4,Yes,Express,Yes,Yes,14,25,Weekly,60+,2
2332,63,Female,Phone,Sports,2,Houston,S,Red,Winter,2,No,Standard,No,No,9,25,Fortnightly,60+,1
2333,53,Male,Curtains,Accessories,4,Los Angeles,XL,White,Summer,4,No,Standard,Yes,Yes,12,25,Monthly,50s,2
2334,57,Female,Phone,Sports,2,New York,XL,Blue,Spring,2,Yes,Standard,Yes,No,1,25,Monthly,50s,1
2335,54,Male,Phone,Sports,3,Los Angeles,L,Red,Winter,3,Yes,Express,No,No,0,25,Fortnightly,50s,2
2336,50,Male,Shoes,Home Decor,2,New York,XL,White,Winter,2,Yes,Express,No,Yes,0,25,Weekly,50s,1
2337,53,Female,Curtains,Sports,3,New York,XL,Green,Spring,3,No,Express,No,No,13,25,Fortnightly,50s,2
2338,20,Male,Shoes,Clothing,4,Los Angeles,L,Green,Spring,4,No,Standard,Yes,No,13,25,Monthly,20s,0
2339,26,Male,Bag,Sports,3,Los Angeles,L,Black,Spring,3,No,Standard,No,Yes,9,25,Weekly,20s,0
2340,25,Male,Curtains,Home Decor,5,New York,M,Blue,Summer,5,No,Express,No,Yes,3,25,Fortnightly,20s,0
2341,50,Male,Football,Sports,4,Houston,S,Red,Fall,4,Yes,Standard,Yes,Yes,9,25,Fortnightly,50s,2
2342,23,Male,Shoes,Accessories,2,Los Angeles,L,Black,Winter,2,Yes,Standard,No,Yes,11,25,Weekly,20s,1
2343,58,Male,Shoes,Accessories,1,Chicago,M,Black,Winter,1,No,Standard,Yes,Yes,11,25,Monthly,50s,1
2344,56,Female,Shoes,Accessories,4,Chicago,L,Blue,Fall,4,No,Standard,No,Yes,2,25,Weekly,50s,2
2345,21,Male,Watch,Electronics,5,New York,M,Red,Winter,5,No,Standard,No,Yes,0,25,Weekly,20s,0
2346,30,Female,Laptop,Accessories,3,Miami,S,Red,Summer,3,No,Express,No,No,2,25,Monthly,30s,0
2347,19,Female,Shoes,Accessories,2,New York,M,Green,Spring,2,No,Express,No,No,0,25,Fortnightly,below 20,1
2348,22,Male,Bag,Electronics,2,New York,M,Red,Fall,2,No,Express,Yes,Yes,2,25,Weekly,20s,1
2349,61,Female,T-Shirt,Accessories,5,Houston,XL,Black,Summer,5,No,Standard,Yes,No,3,25,Weekly,60+,2
2350,44,Female,T-Shirt,Home Decor,5,Houston,L,Green,Spring,5,No,Express,Yes,No,10,25,Fortnightly,40s,0
2351,49,Male,Curtains,Accessories,4,Miami,M,Red,Fall,4,Yes,Standard,No,No,12,25,Monthly,40s,2
2352,38,Male,Football,Accessories,1,Miami,L,Blue,Summer,1,Yes,Express,Yes,Yes,10,25,Fortnightly,30s,1
2353,25,Male,Laptop,Electronics,1,Miami,M,Black,Fall,1,No,Standard,Yes,No,13,25,Fortnightly,20s,1
2354,55,Female,Watch,Home Decor,3,Miami,XL,White,Fall,3,Yes,Standard,No,Yes,13,25,Weekly,50s,2
2355,25,Female,Curtains,Sports,2,Miami,XL,Blue,Summer,2,Yes,Express,Yes,No,7,25,Weekly,20s,1
2356,20,Male,T-Shirt,Clothing,4,New York,S,Blue,Winter,4,Yes,Express,Yes,Yes,2,25,Monthly,20s,0
2357,61,Male,Laptop,Home Decor,2,New York,M,Red,Summer,2,No,Express,Yes,No,2,25,Weekly,60+,1
2358,20,Female,Laptop,Sports,4,Chicago,XL,Green,Fall,4,No,Standard,No,No,12,25,Fortnightly,20s,0
2359,39,Female,Football,Home Decor,5,Chicago,L,Green,Fall,5,No,Express,Yes,Yes,8,25,Fortnightly,30s,0
2360,23,Female,Bag,Sports,3,Los Angeles,M,Black,Summer,3,Yes,Express,No,No,10,25,Monthly,20s,0
2361,19,Female,Laptop,Sports,5,New York,M,Red,Spring,5,No,Express,No,Yes,8,25,Weekly,below 20,0
2362,40,Male,Shoes,Home Decor,2,Miami,S,Green,Spring,2,Yes,Express,Yes,Yes,5,25,Weekly,40s,1
2363,61,Female,Laptop,Electronics,3,Los Angeles,L,White,Spring,3,No,Standard,Yes,Yes,9,25,Monthly,60+,2
2364,19,Female,Football,Home Decor,4,Houston,S,Red,Spring,4,No,Standard,Yes,No,3,25,Monthly,below 20,0
2365,55,Female,Curtains,Home Decor,4,New York,M,Red,Summer,4,Yes,Standard,No,No,9,25,Weekly,50s,2
2366,34,Female,Football,Sports,3,Chicago,S,Green,Winter,3,No,Express,Yes,Yes,4,25,Monthly,30s,0
2367,52,Male,Watch,Clothing,5,New York,M,Blue,Spring,5,Yes,Express,No,Yes,12,25,Fortnightly,50s,2
2368,51,Male,Football,Sports,3,New York,M,Red,Fall,3,No,Express,Yes,Yes,8,25,Monthly,50s,2
2369,40,Female,T-Shirt,Accessories,5,New York,S,Blue,Spring,5,No,Standard,No,No,0,25,Fortnightly,40s,0
2370,47,Female,Shoes,Home Decor,3,New York,S,Black,Winter,3,No,Express,Yes,No,6,25,Fortnightly,40s,2
2371,25,Male,Bag,Home Decor,5,Houston,M,Black,Summer,5,Yes,Standard,No,Yes,14,25,Fortnightly,20s,0
2372,39,Male,T-Shirt,Electronics,1,Chicago,S,Green,Winter,1,No,Express,No,No,10,25,Weekly,30s,1
2373,61,Female,Curtains,Sports,3,New York,S,Black,Winter,3,Yes,Standard,No,No,6,25,Fortnightly,60+,2
2374,53,Female,Phone,Electronics,5,Houston,M,Green,Winter,5,Yes,Standard,Yes,Yes,9,25,Monthly,50s,2
2375,22,Male,Curtains,Home Decor,2,Los Angeles,L,Green,Spring,2,Yes,Express,No,Yes,0,25,Fortnightly,20s,1
2376,30,Male,Shoes,Sports,2,New York,S,Blue,Spring,2,No,Express,No,No,13,25,Weekly,30s,1
2377,46,Male,Laptop,Sports,3,Houston,S,Blue,Winter,3,No,Standard,No,Yes,0,25,Weekly,40s,2
2378,48,Male,Football,Accessories,3,Miami,XL,Black,Summer,3,No,Standard,Yes,Yes,14,25,Weekly,40s,2
2379,64,Male,Phone,Accessories,4,Los Angeles,L,Blue,Spring,4,No,Express,No,No,13,25,Weekly,60+,2
2380,33,Male,Shoes,Clothing,5,Chicago,S,Red,Summer,5,No,Standard,No,Yes,8,25,Monthly,30s,0
2381,59,Female,T-Shirt,Accessories,3,New York,M,White,Spring,3,Yes,Express,Yes,Yes,6,25,Weekly,50s,2
2382,47,Male,Football,Sports,2,New York,XL,Red,Summer,2,Yes,Express,No,No,3,25,Monthly,40s,1
2383,33,Male,Curtains,Accessories,2,Houston,XL,Red,Spring,2,Yes,Standard,Yes,Yes,8,25,Weekly,30s,1
2384,29,Male,T-Shirt,Clothing,2,Chicago,XL,Green,Winter,2,Yes,Standard,Yes,No,11,25,Weekly,20s,1
2385,34,Male,Shoes,Home Decor,5,Miami,S,White,Fall,5,Yes,Express,Yes,Yes,4,25,Monthly,30s,0
2386,33,Female,Shoes,Accessories,1,Los Angeles,M,Green,Fall,1,Yes,Standard,Yes,No,2,25,Fortnightly,30s,1
2387,29,Female,Curtains,Sports,3,Chicago,XL,Blue,Summer,3,No,Standard,No,No,1,25,Monthly,20s,0
2388,25,Male,Phone,Home Decor,1,New York,L,Blue,Summer,1,Yes,Express,Yes,Yes,8,25,Fortnightly,20s,1
2389,37,Female,Curtains,Sports,5,Houston,XL,White,Winter,5,Yes,Standard,No,Yes,3,25,Monthly,30s,0
2390,20,Female,Laptop,Home Decor,3,Miami,XL,Black,Winter,3,Yes,Standard,Yes,Yes,6,25,Fortnightly,20s,0
2391,33,Female,T-Shirt,Sports,4,Houston,L,Blue,Summer,4,Yes,Standard,No,No,0,25,Weekly,30s,0
2392,47,Female,Phone,Accessories,3,Los Angeles,XL,Red,Fall,3,No,Standard,No,No,8,25,Fortnightly,40s,2
2393,62,Female,Football,Accessories,3,Chicago,XL,White,Winter,3,Yes,Express,No,Yes,11,25,Fortnightly,60+,2
2394,40,Female,Watch,Clothing,3,Houston,L,White,Summer,3,No,Standard,No,Yes,8,25,Weekly,40s,0
2395,45,Male,Laptop,Home Decor,3,Houston,S,Blue,Winter,3,No,Standard,No,No,9,25,Weekly,40s,2
2396,57,Male,Phone,Clothing,3,New York,L,Blue,Winter,3,Yes,Standard,Yes,Yes,5,25,Fortnightly,50s,2
2397,22,Male,Watch,Electronics,5,Houston,S,Green,Spring,5,Yes,Standard,No,No,5,25,Fortnightly,20s,0
2398,37,Male,Watch,Accessories,3,Miami,S,Green,Winter,3,No,Express,No,Yes,13,25,Monthly,30s,0
2399,57,Male,T-Shirt,Home Decor,5,Chicago,S,Red,Summer,5,Yes,Express,No,Yes,14,25,Weekly,50s,2
2400,61,Female,Shoes,Clothing,3,Los Angeles,L,White,Winter,3,Yes,Express,Yes,Yes,5,25,Weekly,60+,2
2401,18,Male,Football,Clothing,3,Houston,L,Black,Summer,3,Yes,Standard,Yes,No,4,25,Weekly,below 20,0
2402,47,Male,Curtains,Electronics,5,Miami,S,Black,Spring,5,No,Express,Yes,Yes,10,25,Monthly,40s,2
2403,38,Female,T-Shirt,Clothing,3,Los Angeles,L,White,Spring,3,Yes,Express,Yes,No,0,25,Monthly,30s,0
2404,37,Female,Laptop,Sports,2,Miami,S,Red,Fall,2,No,Standard,Yes,No,3,25,Fortnightly,30s,1
2405,23,Male,Bag,Accessories,3,Houston,L,Green,Spring,3,No,Standard,Yes,Yes,9,25,Monthly,20s,0
2406,39,Female,Watch,Clothing,4,Houston,M,Green,Spring,4,No,Express,No,Yes,0,25,Monthly,30s,0
2407,35,Female,Laptop,Clothing,5,Chicago,L,Green,Summer,5,Yes,Express,Yes,No,4,25,Monthly,30s,0
2408,25,Female,Watch,Electronics,3,New York,L,Black,Fall,3,No,Standard,No,Yes,12,25,Weekly,20s,0
2409,56,Female,Shoes,Sports,3,Miami,L,Black,Spring,3,Yes,Standard,No,Yes,3,25,Fortnightly,50s,2
2410,49,Male,Bag,Clothing,5,New York,S,Red,Winter,5,No,Standard,No,No,7,25,Monthly,40s,2
2411,50,Female,Shoes,Accessories,1,New York,S,Black,Fall,1,Yes,Express,No,Yes,0,25,Monthly,50s,1
2412,33,Male,Football,Accessories,2,Los Angeles,M,Blue,Spring,2,Yes,Standard,No,No,7,25,Monthly,30s,1
2413,29,Male,Curtains,Clothing,2,Los Angeles,M,Black,Fall,2,No,Express,No,No,13,25,Weekly,20s,1
2414,55,Female,Football,Sports,3,Miami,XL,Green,Spring,3,No,Express,Yes,No,7,25,Fortnightly,50s,2
2415,51,Female,Shoes,Accessories,5,New York,M,Red,Summer,5,No,Express,No,No,0,25,Fortnightly,50s,2
2416,31,Female,Shoes,Accessories,4,Chicago,S,White,Fall,4,Yes,Standard,Yes,No,8,25,Monthly,30s,0
2417,53,Male,Laptop,Sports,3,New York,M,White,Fall,3,Yes,Express,No,Yes,12,25,Fortnightly,50s,2
2418,50,Female,Shoes,Sports,2,Los Angeles,M,Red,Spring,2,Yes,Express,No,No,8,25,Weekly,50s,1
2419,40,Female,Bag,Clothing,3,New York,L,Blue,Fall,3,No,Express,No,No,5,25,Monthly,40s,0
2420,62,Female,Bag,Home Decor,5,Houston,M,White,Spring,5,Yes,Express,No,Yes,0,25,Fortnightly,60+,2
2421,19,Female,Phone,Electronics,4,Houston,XL,Green,Winter,4,Yes,Standard,Yes,No,6,25,Monthly,below 20,0
2422,58,Female,Watch,Home Decor,1,Chicago,L,White,Fall,1,Yes,Express,Yes,No,6,25,Weekly,50s,1
2423,38,Male,T-Shirt,Home Decor,4,Miami,S,White,Fall,4,No,Standard,Yes,Yes,8,25,Monthly,30s,0
2424,19,Female,Shoes,Accessories,3,New York,XL,Green,Summer,3,No,Standard,Yes,Yes,0,25,Weekly,below 20,0
2425,44,Female,Football,Sports,2,Houston,S,Black,Summer,2,Yes,Express,No,Yes,13,25,Monthly,40s,1
2426,26,Female,Curtains,Accessories,5,Miami,XL,Blue,Fall,5,No,Express,No,No,14,25,Monthly,20s,0
2427,18,Male,Watch,Electronics,3,Houston,L,Green,Summer,3,No,Standard,Yes,No,7,25,Fortnightly,below 20,0
2428,28,Female,Watch,Clothing,1,Miami,XL,Green,Fall,1,No,Standard,No,No,13,25,Fortnightly,20s,1
2429,20,Male,Curtains,Electronics,5,Miami,XL,Red,Spring,5,No,Standard,No,Yes,11,25,Weekly,20s,0
2430,40,Male,Curtains,Accessories,5,Houston,M,Blue,Fall,5,No,Standard,Yes,No,12,25,Weekly,40s,0
2431,43,Female,Watch,Accessories,5,Los Angeles,S,Black,Fall,5,No,Express,Yes,No,10,25,Weekly,40s,0
2432,21,Female,Phone,Accessories,3,Miami,L,Green,Winter,3,No,Express,No,No,7,25,Fortnightly,20s,0
2433,35,Female,Football,Accessories,1,New York,XL,Black,Summer,1,No,Express,Yes,Yes,6,25,Monthly,30s,1
2434,23,Male,Phone,Home Decor,3,Houston,S,Green,Summer,3,No,Express,No,Yes,11,25,Weekly,20s,0
2435,52,Male,Shoes,Clothing,5,Los Angeles,S,Green,Winter,5,Yes,Standard,No,Yes,5,25,Monthly,50s,2
2436,39,Male,T-Shirt,Home Decor,5,Houston,M,Red,Spring,5,Yes,Standard,No,Yes,0,25,Monthly,30s,0
2437,60,Male,Curtains,Accessories,2,Chicago,S,White,Spring,2,No,Express,No,No,10,25,Fortnightly,60+,1
2438,32,Male,Bag,Sports,4,New York,L,Blue,Spring,4,No,Express,No,No,9,25,Fortnightly,30s,0
2439,39,Male,Football,Home Decor,3,Chicago,M,Red,Winter,3,No,Express,No,No,10,25,Monthly,30s,0
2440,54,Female,Curtains,Accessories,1,Miami,XL,Black,Fall,1,No,Standard,No,Yes,7,25,Weekly,50s,1
2441,59,Female,Phone,Accessories,5,Miami,L,Green,Spring,5,Yes,Express,Yes,No,11,25,Fortnightly,50s,2
2442,29,Male,Laptop,Clothing,3,Chicago,L,Green,Spring,3,No,Standard,Yes,No,4,25,Monthly,20s,0
2443,64,Female,Shoes,Electronics,4,Chicago,L,Blue,Winter,4,Yes,Standard,Yes,No,3,25,Fortnightly,60+,2
2444,59,Female,T-Shirt,Home Decor,3,Miami,M,Red,Summer,3,Yes,Standard,Yes,No,4,25,Monthly,50s,2
2445,55,Male,Shoes,Home Decor,4,Los Angeles,S,Red,Winter,4,Yes,Standard,Yes,Yes,4,25,Fortnightly,50s,2
2446,35,Male,Laptop,Home Decor,3,New York,L,Black,Summer,3,Yes,Express,No,No,13,25,Weekly,30s,0
2447,62,Female,T-Shirt,Accessories,2,Houston,S,Red,Spring,2,Yes,Standard,No,Yes,12,25,Weekly,60+,1
2448,52,Male,Laptop,Clothing,3,Chicago,S,Red,Spring,3,Yes,Standard,Yes,No,9,25,Fortnightly,50s,2
2449,47,Male,Shoes,Accessories,2,New York,L,White,Fall,2,No,Express,No,Yes,2,25,Fortnightly,40s,1
2450,41,Female,Phone,Accessories,4,Houston,S,Blue,Fall,4,No,Express,Yes,Yes,3,25,Fortnightly,40s,0
2451,59,Male,Watch,Sports,5,Houston,M,Red,Summer,5,Yes,Standard,No,Yes,3,25,Weekly,50s,2
2452,47,Female,Shoes,Clothing,5,Chicago,M,Black,Spring,5,No,Express,No,No,7,25,Fortnightly,40s,2
2453,31,Female,Shoes,Home Decor,3,Los Angeles,XL,Green,Spring,3,Yes,Express,No,Yes,4,25,Weekly,30s,0
2454,23,Female,Shoes,Electronics,1,Los Angeles,S,Red,Winter,1,No,Standard,Yes,Yes,5,25,Fortnightly,20s,1
2455,20,Female,Football,Home Decor,3,New York,S,Red,Spring,3,Yes,Express,No,No,9,25,Fortnightly,20s,0
2456,33,Female,Laptop,Accessories,2,New York,XL,Green,Spring,2,Yes,Standard,Yes,No,1,25,Monthly,30s,1
